,Name_197,stockType_197,Name-EOD,Type-EOD,securityType-FIGI,securityType2-FIGI
11204,MATINAS BIOPHARMA HOLDINGS I,COMMON,Matinas BioPharma Holdings Inc,Common Stock,Common Stock,Common Stock
11205,MATOMY MEDIA GROUP LTD,COMMON,Automax Motors Ltd,Common Stock,Common Stock,Common Stock
11206,MATRA PETROLEUM AB,COMMON,,,Common Stock,Common Stock
11207,MATRIX ASSET MANAGEMENT INC,COMMON,,,,
11208,MATRIX COMPOSITES & ENG,COMMON,Matrix Composites & Engineering Ltd,Common Stock,Common Stock,Common Stock
11209,MATRIX HOLDINGS LIMITED,COMMON,Matrix Holdings Ltd,Common Stock,Common Stock,Common Stock
11210,MATRIX IT LTD,COMMON,Matrix,Common Stock,Common Stock,Common Stock
11211,MATRIX SERVICE CO,COMMON,Matrix Service Co,Common Stock,Common Stock,Common Stock
11212,MATSON INC,COMMON,Matson Inc,Common Stock,Common Stock,Common Stock
11213,MATSUI CONSTRUCTION CO LTD,COMMON,Matsui Construction,Common Stock,Common Stock,Common Stock
11214,MATSUI SECURITIES CO LTD,COMMON,Matsui Securities Co. Ltd.,Common Stock,Common Stock,Common Stock
11215,MATSUMOTO YUSHI-SEIYAKU CO,COMMON,Matsumoto Yushi Seiyaku Co Ltd,Common Stock,Common Stock,Common Stock
11216,MATSUMOTOKIYOSHI HOLDINGS CO,COMMON,MatsukiyoCocokara & Co,Common Stock,Common Stock,Common Stock
11217,MATSUO ELECTRIC CO LTD,COMMON,Matsuo Electric Co Ltd,Common Stock,Common Stock,Common Stock
11218,MATSUOKA CORP,COMMON,Matsuoka Corp,Common Stock,Common Stock,Common Stock
11219,MATSUYA CO LTD,COMMON,Matsuya Co Ltd,Common Stock,Common Stock,Common Stock
11220,MATTEL INC,,Mattel Inc,Common Stock,Common Stock,Common Stock
11221,MATTHEWS INTL CORP-CLASS A,COMMON,Matthews International Corporation,Common Stock,Common Stock,Common Stock
11222,MATTSON TECHNOLOGY INC,COMMON,,,,
11223,MAUCH CHUNK TRUST FINANCIAL,COMMON,,,Common Stock,Common Stock
11224,MAUI LAND & PINEAPPLE CO,COMMON,Maui Land & Pineapple Company Inc,Common Stock,Common Stock,Common Stock
11225,MAUNA KEA TECHNOLOGIES,COMMON,Mauna Kea Technologies SAS,Common Stock,Common Stock,Common Stock
11226,MAV BEAUTY BRANDS INC,COMMON,Mav Beauty Brands Inc,Common Stock,Common Stock,Common Stock
11227,MAVEN INCOME AND GROWTH VCT4,CLOSED-END FUND,Maven Income and Growth VCT 4 PLC,Common Stock,Closed-End Fund,Mutual Fund
11228,MAVERICK OIL & GAS INC,COMMON,,,,
11229,MAVERIX METALS INC,COMMON,Maverix Metals Inc,Common Stock,Common Stock,Common Stock
11230,MAWANA SUGARS LTD,COMMON,Mawana Sugars Limited,Common Stock,Common Stock,Common Stock
11231,MAWSON RESOURCES LTD,COMMON,,,,
11232,MAX FINANCIAL SERVICES LTD,COMMON,MoneyMax Financial Services Ltd,Common Stock,Common Stock,Common Stock
11233,MAX INDIA LTD-NEW SPUN OFF,COMMON,,,,
11234,MAX SIGHT GROUP HOLDINGS LTD,COMMON,Max Sight Group Holdings,Common Stock,Common Stock,Common Stock
11235,MAX SOUND CORP,COMMON,Max Sound Corp,Common Stock,Common Stock,Common Stock
11236,MAXAR TECHNOLOGIES INC,COMMON,Maxar Technologies Inc,Common Stock,Common Stock,Common Stock
11237,MAXCYTE INC,COMMON,MaxCyte Inc,Common Stock,Common Stock,Common Stock
11238,MAXELL HOLDINGS LTD,COMMON,,,,
11239,MAXIM INTEGRATED PRODUCTS,,,,Common Stock,Common Stock
11240,MAXIM POWER CORP.,COMMON,Maxim Power Corp.,Common Stock,Common Stock,Common Stock
11241,MAXIMA GROUP INC/US,COMMON,,,,
11242,MAXIMUS INC.,COMMON,Maximus Inc,Common Stock,Common Stock,Common Stock
11243,MAXIMUS RESOURCES LTD,COMMON,Maximus Resources Ltd,Common Stock,Common Stock,Common Stock
11244,MAXIS TOPIX CORE30 ETF,ETF,,,,
11245,MAXITRANS INDUSTRIES LIMITED,COMMON,Maxiparts Ltd,Common Stock,Common Stock,Common Stock
11246,MAXLINEAR INC,COMMON,MaxLinear Inc,Common Stock,Common Stock,Common Stock
11247,MAXNERVA TECHNOLOGY SERVICES,COMMON,Maxnerva Technology Services Ltd,Common Stock,Common Stock,Common Stock
11248,MAXUS REALTY TRUST INC,REIT,Maxus Realty Trust Inc,Common Stock,REIT,REIT
11249,MAYER HOLDINGS LIMITED,COMMON,Mayer Holdings Ltd,Common Stock,Common Stock,Common Stock
11250,MAYFAIR MINING & MINERALS IN,COMMON,,,,
11251,MAYFIELD CHILDCARE LTD,COMMON,Mayfield Childcare Ltd,Common Stock,Common Stock,Common Stock
11252,MAYNE PHARMA GROUP LTD,COMMON,Mayne Pharma Group Ltd,Common Stock,Common Stock,Common Stock
11253,MAYTRONICS LTD,COMMON,Maytronics,Common Stock,Common Stock,Common Stock
11254,MAYUR RESOURCES LTD-CDI,CDI,Mayur Resources Ltd,Common Stock,CDI,Depositary Receipt
11255,MAYUR UNIQUOTERS LTD,COMMON,Mayur Uniquoters Ltd,Common Stock,Common Stock,Common Stock
11256,MAYVILLE ENGINEERING CO INC,COMMON,Mayville Engineering Co Inc,Common Stock,Common Stock,Common Stock
11257,MAZDA MOTOR CORP,COMMON,Mazda Motor Corp,Common Stock,Common Stock,Common Stock
11258,MB BANCORP INC,COMMON,,,,
11259,MBANK SA,COMMON,mBank SA,Common Stock,Common Stock,Common Stock
11260,MBIA INC,COMMON,MBIA Inc,Common Stock,Common Stock,Common Stock
11261,MBL INFRASTRUCTURES LIMITED,COMMON,MBL Infrastructures Limited,Common Stock,Common Stock,Common Stock
11262,MBS INC,COMMON,Mbs Inc,Common Stock,Common Stock,Common Stock
11263,MC ENDEAVORS INC,COMMON,Mc Endvrs,Common Stock,Common Stock,Common Stock
11264,MC MINING LTD,COMMON,MC Mining Ltd,Common Stock,Common Stock,Common Stock
11265,MCAFEE INC,,,,,
11266,MCAN MORTGAGE CORP,COMMON,MCAN Mortgage Corporation,Common Stock,Common Stock,Common Stock
11267,MCBRIDE PLC,COMMON,McBride plc,Common Stock,Common Stock,Common Stock
11268,MCC MEILI CLOUD COMPUTING -A,COMMON,MCC Meili Paper Industry Co Ltd,Common Stock,Common Stock,Common Stock
11269,MCCARTHY & STONE PLC,COMMON,,,Common Stock,Common Stock
11270,MCCHIP RESOURCES INC,COMMON,McChip Resources Inc,Common Stock,Common Stock,Common Stock
11271,MCCLATCHY CO-CLASS A,COMMON,,,,
11272,MCCORMICK & CO INC,,,,,
11273,MCCOY GLOBAL INC,COMMON,,,,
11274,MCDERMOTT INTL INC,COMMON,,,Common Stock,Common Stock
11275,MCDONALD'S CORP,,,,,
11276,MCDONALD'S HOLDINGS CO JAPAN,COMMON,McDonald’s Holdings Company Japan Ltd,Common Stock,Common Stock,Common Stock
11277,MCDOWELL HOLDINGS LTD,COMMON,McDowell Holdings Limited,Common Stock,Common Stock,Common Stock
11278,MCEWEN MINING - MINERA ANDES,COMMON,,,,
11279,MCGRATH LTD,COMMON,Mcgrath Ltd,Common Stock,Common Stock,Common Stock
11280,MCGRATH RENTCORP,COMMON,McGrath RentCorp,Common Stock,Common Stock,Common Stock
11281,MCH GROUP AG,COMMON,MCH Group AG,Common Stock,Common Stock,Common Stock
11282,MCHENRY BANCORP INC,COMMON,,,Common Stock,Common Stock
11283,MCIG INC,COMMON,,,,
11284,MCINERNEY HOLDINGS PLC ,COMMON,,,,
11285,MCINTOSH BANCSHARES INC,COMMON,,,,
11286,MCKAY SECURITIES PLC-ORD,REIT,,,REIT,REIT
11287,MCKESSON CORP,,McKesson Corporation,Common Stock,Common Stock,Common Stock
11288,MCKESSON EUROPE AG - ADR,ADR,McKesson Europe AG ADR,Common Stock,ADR,Depositary Receipt
11289,MCLEOD RUSSEL INDIA LIMITED,COMMON,Mcleod Russel India Limited,Common Stock,Common Stock,Common Stock
11290,MCLEODUSA INC,PREFERRED,,,,
11291,MCMILLAN SHAKESPEARE LTD,COMMON,Mcmillan Shakespeare Ltd,Common Stock,Common Stock,Common Stock
11292,MCMORAN EXPLORATION CO,COMMON,,,,
11293,MCNALLY BHARAT ENGINEERING,COMMON,Mcnally Bharat Engineering Company Limited,Common Stock,Common Stock,Common Stock
11294,MCORPCX INC,COMMON,,,,
11295,MCP MASTER INCOME TRUST,CLOSED-END FUND,,,,
11296,MCPHERSON'S LIMITED,COMMON,Mcpherson'S Ltd,Common Stock,Common Stock,Common Stock
11297,MCPHY ENERGY SA,COMMON,Mcphy Energy,Common Stock,Common Stock,Common Stock
11298,MD MEDICAL GROUP INVEST-REGS,GDR,,,,
11299,MDC HOLDINGS INC,COMMON,MDC Holdings Inc,Common Stock,Common Stock,Common Stock
11300,MDC PARTNERS INC-A,COMMON,,,Common Stock,Common Stock
11301,MDJM LTD,COMMON,MDJM Ltd,Common Stock,Common Stock,Common Stock
11302,MDR LTD,COMMON,,,,
11303,MDU RESOURCES GROUP INC,COMMON,MDU Resources Group Inc,Common Stock,Common Stock,Common Stock
11304,MDXHEALTH,COMMON,Mdxhealth,Common Stock,Common Stock,Common Stock
11305,MEAD JOHNSON NUTRITION CO,,,,,
11306,MEADOWBROOK INSURANCE GROUP,COMMON,,,,
11307,MEADWESTVACO CORP,,,,,
11308,MEARS GROUP PLC,COMMON,Mears Group plc,Common Stock,Common Stock,Common Stock
11309,MEAT-TECH 3D LTD,COMMON,,,,
11310,MECHANICS BANK /WALNUT CREEK,COMMON,Mechanics Bank,Common Stock,Common Stock,Common Stock
11311,MECHEL PJSC-SPONSORED ADR,ADR,,,ADR,Depositary Receipt
11312,MECKLERMEDIA CORP,COMMON,,,,
11313,MECOM POWER AND CONSTRUCTION,COMMON,MECOM Power and Construction,Common Stock,Common Stock,Common Stock
11314,MEDACTA GROUP SA,COMMON,Medacta Group SA,Common Stock,Common Stock,Common Stock
11315,MEDADVISOR LTD,COMMON,Medadvisor Ltd,Common Stock,Common Stock,Common Stock
11316,MEDALIST DIVERSIFIED REIT IN,REIT,Medalist Diversified Reit Inc,Common Stock,REIT,REIT
11317,MEDALLION FINANCIAL CORP,COMMON,Medallion Financial Corp,Common Stock,Common Stock,Common Stock
11318,MEDALLION RESOURCES LTD,COMMON,Medallion Resources Ltd,Common Stock,Common Stock,Common Stock
11319,MEDARTIS HOLDING AG,COMMON,Medartis Holding AG,Common Stock,Common Stock,Common Stock
11320,MEDCATH CORPORATION,COMMON,,,,
11321,MEDCLEAN TECHNOLOGIES INC,COMMON,,,,
11322,MEDCO HEALTH SOLUTIONS INC,,,,,
11323,MEDCOLCANNA ORGANICS INC,COMMON,,,Common Stock,Common Stock
11324,MEDEQUITIES REALTY TRUST INC,REIT,,,,
11325,MEDGOLD RESOURCES CORP,COMMON,Medgold Resources Corp,Common Stock,Common Stock,Common Stock
11326,MEDIA ASIA GROUP HOLDINGS LT,COMMON,,,Common Stock,Common Stock
11327,MEDIA CHINESE INTERNATIONAL,COMMON,,,,
11328,MEDIA DO CO LTD,COMMON,Media Do Co Ltd,Common Stock,Common Stock,Common Stock
11329,MEDIA LAB SPA,COMMON,Media Lab SpA,Common Stock,Common Stock,Common Stock
11330,MEDIA LINKS CO LTD,COMMON,Media Global Links Co Ltd,Common Stock,Common Stock,Common Stock
11331,MEDIA PAL HOLDINGS CORP,COMMON,,,Common Stock,Common Stock
11332,MEDIA TECHNOLOGIES INC,COMMON,Media Technologies Inc,Common Stock,Common Stock,Common Stock
11333,MEDIALINK GROUP LIMITED,COMMON,Medialink Group Ltd,Common Stock,Common Stock,Common Stock
11334,MEDIATECHNICS CORP,COMMON,Mediatechnics Corp,Common Stock,Common Stock,Common Stock
11335,MEDIBANK PRIVATE LTD,COMMON,Medibank Private Ltd,Common Stock,Common Stock,Common Stock
11336,MEDIBIO LTD,COMMON,Medibio Ltd,Common Stock,Common Stock,Common Stock
11337,MEDICA GROUP PLC,COMMON,Medica Group Plc,Common Stock,Common Stock,Common Stock
11338,MEDICAL FACILITIES CORP,COMMON,Medical Facilities Corporation,Common Stock,Common Stock,Common Stock
11339,MEDICAL IKKOU GROUP CO LTD,COMMON,Medical Ikkou Co Ltd,Common Stock,Common Stock,Common Stock
11340,MEDICAN ENTERPRISES INC,COMMON,Medican Enterprises,Common Stock,Common Stock,Common Stock
11341,MEDICENNA THERAPEUTICS CORP,COMMON,Medicenna Therapeutics Corp,Common Stock,Common Stock,Common Stock
11342,MEDICINE MAN TECHNOLOGIES IN,COMMON,Medicine Man Technologies Inc,Common Stock,Common Stock,Common Stock
11343,MEDICINES COMPANY,COMMON,,,Common Stock,Common Stock
11344,MEDICINOVA INC,COMMON,MediciNova Inc,Common Stock,Common Stock,Common Stock
11345,MEDICIS PHARMACEUTICAL-CL A,COMMON,,,,
11346,MEDICLINIC INTERNATIO-UN ADR,ADR,Mediclinic International PLC ADR,Common Stock,ADR,Depositary Receipt
11347,MEDICLINIC INTERNATIONAL PLC,COMMON,Mediclinic International PLC,Common Stock,Common Stock,Common Stock
11348,MEDICO INTERNATIONAL INC,COMMON,,,,
11349,MEDICREA INTERNATIONAL,COMMON,,,Common Stock,Common Stock
11350,MEDICSKIN HOLDINGS LTD,COMMON,Medicskin Holdings Ltd,Common Stock,Common Stock,Common Stock
11351,MEDICURE INC,COMMON,Medicure Inc,Common Stock,Common Stock,Common Stock
11352,MEDICUS HOMECARE INC,COMMON,,,,
11353,MEDICX FUND LTD,REIT,,,,
11354,MEDIDATA SOLUTIONS INC,COMMON,,,Common Stock,Common Stock
11355,MEDIENT STUDIOS +,,,,,
11356,MEDIFAST INC,COMMON,MEDIFAST INC,Common Stock,Common Stock,Common Stock
11357,MEDIFIRST SOLUTIONS INC,COMMON,,,,
11358,MEDIFOCUS INC,COMMON,Medifocus Inc,Common Stock,Common Stock,Common Stock
11359,MEDIGENE AG,COMMON,Medigene AG,Common Stock,Common Stock,Common Stock
11360,MEDIGUS LTD - SPON ADR,ADR,Medigus Ltd ADR,Common Stock,ADR,Depositary Receipt
11361,MEDIKIT CO LTD,COMMON,Medikit Co Ltd,Common Stock,Common Stock,Common Stock
11362,MEDINAH MINERALS INC,COMMON,Medinah Minerals Inc,Common Stock,Common Stock,Common Stock
11363,MEDINET CO LTD,COMMON,Medinet Co Ltd,Common Stock,Common Stock,Common Stock
11364,MEDION AG,COMMON,Medion AG,Common Stock,Common Stock,Common Stock
11365,MEDIPAL HOLDINGS CORP,COMMON,Medipal Holdings Corp,Common Stock,Common Stock,Common Stock
11366,MEDIPHARM LABS CORP,COMMON,Medipharm Labs Corp,Common Stock,Common Stock,Common Stock
11367,MEDITE CANCER DIAGNOSTICS IN,COMMON,Medite Cancer Diagnostics Inc,Common Stock,Common Stock,Common Stock
11368,MEDITERRANEAN TOWERS LTD,COMMON,Mediterranean Towers Ltd,Common Stock,Common Stock,Common Stock
11369,MEDIUS HOLDINGS CO LTD,COMMON,Medius Holdings Co Ltd,Common Stock,Common Stock,Common Stock
11370,MEDIWOUND LTD,COMMON,Mediwound Ltd,Common Stock,Common Stock,Common Stock
11371,MEDIXALL GROUP INC,COMMON,Medixall Group Inc,Common Stock,Common Stock,Common Stock
11372,MEDIZONE INTERNATIONAL INC,COMMON,,,,
11373,MEDLAB CLINICAL LTD,COMMON,Medlab Clinical Ltd,Common Stock,Common Stock,Common Stock
11374,MEDLEY CAPITAL CORP,COMMON,,,Common Stock,Common Stock
11375,MEDLEY CAPITAL CORP,PREFERRED,,,Common Stock,Common Stock
11376,MEDLEY CAPITAL CORP,PREFERRED,,,Common Stock,Common Stock
11377,MEDLEY MANAGEMENT INC - A,COMMON,,,,
11378,MEDMEN ENTERPRISES INC-CL B,COMMON,Medmen Enterprises Inc Class B,Common Stock,Common Stock,Common Stock
11379,MEDMIRA INC.,COMMON,MedMira Inc,Common Stock,Common Stock,Common Stock
11380,MEDNAX INC,COMMON,Mednax Inc,Common Stock,Common Stock,Common Stock
11381,MEDPACE HOLDINGS INC,COMMON,Medpace Holdings Inc,Common Stock,Common Stock,Common Stock
11382,MEDPRO SAFETY PRODUCTS INC,COMMON,,,,
11383,MEDRX CO LTD,COMMON,Medrx Co Ltd,Common Stock,Common Stock,Common Stock
11384,MEDTAINER INC,COMMON,,,,
11385,MEDTECH GLOBAL LTD,COMMON,,,,
11386,MEDTECS INTERNATIONAL CORP,COMMON,Medtecs International Corporation Limited,Common Stock,Common Stock,Common Stock
11387,MEDTRONIC PLC,,Medtronic PLC,Common Stock,Common Stock,Common Stock
11388,MEDUSA MINING LTD,COMMON,,,,
11389,MEDX HEALTH CORP,COMMON,MedX Health Corp,Common Stock,Common Stock,Common Stock
11390,MEDX HOLDINGS INC,COMMON,MedX Holdings Inc,Common Stock,Common Stock,Common Stock
11391,MEG ENERGY CORP,COMMON,MEG Energy Corp,Common Stock,Common Stock,Common Stock
11392,MEGA OR HOLDINGS LTD,COMMON,Mega Or,Common Stock,Common Stock,Common Stock
11393,MEGA URANIUM LTD,COMMON,,,,
11394,MEGACABLE HOLDINGS-CPO,UNIT,Megacable Holdings S. A. B. de C. V,Common Stock,Unit,Unit
11395,MEGACHIPS CORP,COMMON,MegaChips Corp,Common Stock,Common Stock,Common Stock
11396,MEGANET CORP,COMMON,Meganet Corp,Common Stock,Common Stock,Common Stock
11397,MEGAPORT LTD,COMMON,Megaport Ltd,Common Stock,Common Stock,Common Stock
11398,MEGASOFT LTD,COMMON,Megasoft Limited,Common Stock,Common Stock,Common Stock
11399,MEGASTAR DEVELOPMENT CORP.,COMMON,,,,
11400,MEGGITT PLC-UNSPON ADR,ADR,Meggitt Plc ADR,Common Stock,ADR,Depositary Receipt
11401,MEGHMANI ORGANICS LTD-SDR,RECEIPT,,,,
11402,MEGMILK SNOW BRAND CO LTD,COMMON,Megmilk Snow Brand Co Ltd,Common Stock,Common Stock,Common Stock
11403,MEGOLA INC,COMMON,Megola Inc,Common Stock,Common Stock,Common Stock
11404,MEGUMAGOLD CORP,COMMON,,,Common Stock,Common Stock
11405,MEI AH ENTERTAINMENT GROUP,COMMON,Mei Ah Entertainment Group Ltd,Common Stock,Common Stock,Common Stock
11406,MEI PHARMA INC,COMMON,MEI Pharma Inc,Common Stock,Common Stock,Common Stock
11407,MEIDENSHA CORP,COMMON,Meidensha Corp.,Common Stock,Common Stock,Common Stock
11408,MEIDU ENERGY CORP-A,COMMON,,,,
11409,MEIER TOBLER GROUP AG,COMMON,,,,
11410,MEIHUA HOLDINGS GROUP CO -A,COMMON,MeiHua Holdings Group Co Ltd,Common Stock,Common Stock,Common Stock
11411,MEIJI HOLDINGS CO. LTD.,COMMON,Meiji Holdings Co. Ltd.,Common Stock,Common Stock,Common Stock
11412,MEIKO ELECTRONICS CO LTD,COMMON,Meiko Electronics Co Ltd,Common Stock,Common Stock,Common Stock
11413,MEIKO NETWORK JAPAN CO LTD,COMMON,Meiko Network Japan Co Ltd,Common Stock,Common Stock,Common Stock
11414,MEIRAGTX HOLDINGS PLC,COMMON,MeiraGTx Holdings PLC,Common Stock,Common Stock,Common Stock
11415,MEITAV DASH INVESTMENTS LTD,COMMON,Meitav Dash Investments Ltd,Common Stock,Common Stock,Common Stock
11416,MEITEC CORP,COMMON,Meitec Corp,Common Stock,Common Stock,Common Stock
11417,MEITU INC,COMMON,Meitu Inc,Common Stock,Common Stock,Common Stock
11418,MEIWA INDUSTRY CO LTD,COMMON,Meiwa Industry Co Ltd,Common Stock,Common Stock,Common Stock
11419,MEKONOMEN AB,COMMON,Mekonomen AB,Common Stock,Common Stock,Common Stock
11420,MELBANA ENERGY LTD,COMMON,Melbana Energy Ltd,Common Stock,Common Stock,Common Stock
11421,MELBOURNE ENTERPRISES,COMMON,Melbourne Enterprises Ltd,Common Stock,Common Stock,Common Stock
11422,MELCO INTERNATIONAL DEVELOP.,COMMON,,,,
11423,MELCOR DEVELOPMENTS LTD,COMMON,Melcor Developments Ltd.,Common Stock,Common Stock,Common Stock
11424,MELEXIS NV,COMMON,Melexis NV,Common Stock,Common Stock,Common Stock
11425,MELIA HOTELS INTERNATIONAL,COMMON,Melia Hotels,Common Stock,Common Stock,Common Stock
11426,MELINTA THERAPEUTICS INC,COMMON,,,Common Stock,Common Stock
11427,MELIOR RESOURCES INC,COMMON,,,,
11428,MELISRON,COMMON,Melisron,Common Stock,Common Stock,Common Stock
11429,MELLANOX TECHNOLOGIES LTD,COMMON,,,Common Stock,Common Stock
11430,MELODYVR GROUP PLC,COMMON,,,,
11431,MELROSE BANCORP INC,COMMON,,,,
11432,MEMBERS CO LTD,COMMON,Members Co Ltd,Common Stock,Common Stock,Common Stock
11433,MEMEX INC,COMMON,Memex Inc,Common Stock,Common Stock,Common Stock
11434,MEMORIAL RESOURCE DEVELOPMEN,COMMON,,,,
11435,MEMORIES GROUP LTD,COMMON,,,Common Stock,Common Stock
11436,MEMSTAR TECHNOLOGY LTD,COMMON,,,,
11437,MEMTECH INTERNATIONAL LTD,COMMON,,,,
11438,MEN'S WEARHOUSE INC/THE,COMMON,,,,
11439,MENA HYDROCARBONS INC,COMMON,,,,
11440,MENA LAND PLC,COMMON,,,,
11441,MENCAST HOLDINGS LTD,COMMON,Mencast Holdings Ltd,Common Stock,Common Stock,Common Stock
11442,MENDOCINO BREWING CO INC,COMMON,,,Common Stock,Common Stock
11443,MENE INC,COMMON,Mene Inc,Common Stock,Common Stock,Common Stock
11444,MENHADEN PLC/FUND,CLOSED-END FUND,,,,
11445,MENICON CO LTD,COMMON,Menicon Co Ltd,Common Stock,Common Stock,Common Stock
11446,MENLO THERAPEUTICS INC,COMMON,,,,
11447,MENON BEARINGS LTD,COMMON,Menon Bearings Limited,Common Stock,Common Stock,Common Stock
11448,MENORA MIVTACHIM HOLDINGS LT,COMMON,Menora Miv Hld,Common Stock,Common Stock,Common Stock
11449,MENSCH UND MASCHINE SOFTWARE,COMMON,Mensch und Maschine Software SE,Common Stock,Common Stock,Common Stock
11450,MENTOR CAPITAL INC,COMMON,Mentor Capital Inc.,Common Stock,Common Stock,Common Stock
11451,MER TELEMANAGEMENT SOLUTIONS,COMMON,Sharplink Gaming Ltd,Common Stock,Common Stock,Common Stock
11452,MERA PHARMACEUTICALS INC,COMMON,,,Common Stock,Common Stock
11453,MERCADOLIBRE INC,COMMON,MercadoLibre Inc,Common Stock,Common Stock,Common Stock
11454,MERCANTILE BANK CORP,COMMON,Mercantile Bank Corporation,Common Stock,Common Stock,Common Stock
11455,MERCANTILE INVESTMENT TRUST,CLOSED-END FUND,The Mercantile Investment Trust plc,Common Stock,Closed-End Fund,Mutual Fund
11456,MERCARI INC,COMMON,Mercari Inc,Common Stock,Common Stock,Common Stock
11457,MERCATOR LINES SINGAPORE LTD,COMMON,,,,
11458,MERCER INTERNATIONAL INC,COMMON,Mercer International Inc,Common Stock,Common Stock,Common Stock
11459,MERCHANT HOUSE INTERNATIONAL LIMITED,COMMON,Merchant House International,Common Stock,Common Stock,Common Stock
11460,MERCHANTS BANCORP/IN,COMMON,Merchants Bancorp,Common Stock,Common Stock,Common Stock
11461,MERCHANTS FINANCIAL GROUP IN,COMMON,Merchants Financial Group Inc,Common Stock,Common Stock,Common Stock
11462,MERCHANTS TRUST PLC,CLOSED-END FUND,Merchants Trust PLC,Common Stock,Closed-End Fund,Mutual Fund
11463,MERCHAVIA HOLDINGS AND INVES,COMMON,Merchavia Holdings and Investments Ltd,Common Stock,Common Stock,Common Stock
11464,MERCIA ASSET MANAGEMENT PLC,COMMON,Mercia Technologies PLC,Common Stock,Common Stock,Common Stock
11465,MERCK & CO,,Merck & Company Inc,Common Stock,Common Stock,Common Stock
11466,MERCURIA INVESTMENT CO LTD,COMMON,,,,
11467,MERCURY GENERAL CORP,COMMON,Mercury General Corporation,Common Stock,Common Stock,Common Stock
11468,MERCURY NZ LTD,COMMON,Mercury NZ Ltd,Common Stock,Common Stock,Common Stock
11469,MERCURY SYSTEMS INC,COMMON,Mercury Systems Inc,Common Stock,Common Stock,Common Stock
11470,MEREDITH CORP,,,,Common Stock,Common Stock
11471,MEREO BIOPHARMA GROUP PLC,COMMON,,,Common Stock,Common Stock
11472,MERIAN CHRYSALIS INVESTMENT,COMMON,,,,
11473,MERIDIAN BANCORP INC,COMMON,,,Common Stock,Common Stock
11474,MERIDIAN BIOSCIENCE INC,COMMON,Meridian Bioscience Inc,Common Stock,Common Stock,Common Stock
11475,MERIDIAN ENERGY LTD,COMMON,Meridian Energy Ltd,Common Stock,Common Stock,Common Stock
11476,MERIDIAN HOLDINGS INC,COMMON,Meridian Holdings Inc,Common Stock,Common Stock,Common Stock
11477,MERITAGE HOMES CORP,COMMON,Meritage Corporation,Common Stock,Common Stock,Common Stock
11478,MERITAGE HOSPITALITY GROUP,COMMON,Meritage Hospitality Group Inc,Common Stock,Common Stock,Common Stock
11479,MERITOR INC,COMMON,Meritor Inc,Common Stock,Common Stock,Common Stock
11480,MERKUR BANK KGAA,COMMON,,,,
11481,MERLIN DIAMONDS LTD,COMMON,,,Common Stock,Common Stock
11482,MERLIN ENTERTAINMENT,COMMON,,,Common Stock,Common Stock
11483,MERLIN PROPERTIES SOCIMI SA,REIT,Merlin Properties SOCIMI SA,Common Stock,REIT,REIT
11484,MERMAID MARITIME PCL,COMMON,Mermaid Maritime Public Company Limited,Common Stock,Common Stock,Common Stock
11485,MERRILL LYNCH DEPOSITOR INC,PREFERRED,,,PUBLIC,Preferred Stock
11486,MERRILL LYNCH DEPOSITOR INC,PREFERRED,,,PUBLIC,Preferred Stock
