country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
,,,,,,FR0010311597,LAMARTHE,"Consumer, Cyclical",LAMARTHE,ALLMR,ALLMR,,,
,,,,,,US51327T2042,LAMBDA TD SOFTWARE INC,Communications,LAMBDA TD SOFTWARE INC,XLSA,XLSA,,,
,,,,,,INE112F01022,LAMBODHARA TEXTILE LTD,"Consumer, Cyclical",LAMBODHARA TEXTILE LTD,LAMBODHAR,LAMBODHAR,India,NSE,INR
,,,,,,CA5134413031,LAMELEE IRON ORE LTD,Basic Materials,LAMELEE IRON ORE LTD,LIR,LIR,,,
,,,,,,US5136651099,LAMPERD LESS LETHAL INC,Industrial,LAMPERD LESS LETHAL INC,CURRENT,LLLI,,,
,,,,,,US5138471033,LANCASTER COLONY CORP,"Consumer, Non-cyclical",LANCASTER COLONY CORP,NMS,LANC,,,
,,,,,,US5146243036,LANCER ORTHODONTICS INC,"Consumer, Non-cyclical",LANCER ORTHODONTICS INC,NOINFO,LANZ,,,
,,,,,,US51476K1034,LANDAUER INC,"Consumer, Non-cyclical",LANDAUER INC,XETRA,LDU,,,
,,,,,,US5147661046,LANDEC CORP,"Consumer, Non-cyclical",LANDEC CORP,NMS,LNDC,,,
,,,,,,AU000000LNY3,LANEWAY RESOURCES LTD,Basic Materials,LANEWAY RESOURCES LTD,LNY,LNY,Australia,ASX,AUD
,,,,,,HK0000150521,LANGHAM HOSPITALITY INV -SS,Financial,LANGHAM HOSPITALITY INV -SS,1270,1270,Hong Kong,SEHK,HKD
,,,,,,US5158651035,LANGUAGE2LANGUAGEUNV,,LANGUAGE2LANGUAGEUNV,LNGU,LNGU,,,
,,,,,,AU000000LGR1,LANKA GRAPHITE LTD,Basic Materials,LANKA GRAPHITE LTD,LGR,LGR,,,
,,,,,,US5160121019,LANNETT CO INC,"Consumer, Non-cyclical",LANNETT CO INC,LCI,LCI,,,
,,,,,,US51603M3034,LANS HOLDINGS INC,"Consumer, Cyclical",LANS HOLDINGS INC,LAHO,LAHO,,,
,,,,,,DE0005470405,LANXESS AG,Basic Materials,LANXESS AG,XETRA,LXS,Germany,IBIS,EUR
,,,,,,CNE100002326,LANZHOU ZHUANGYUAN PASTURE-H,"Consumer, Non-cyclical",LANZHOU ZHUANGYUAN PASTURE-H,1533,1533,Hong Kong,SEHK,HKD
,,,,,,US5168081025,LAREDO OIL INC,Energy,LAREDO OIL INC,CURRENT,LRDC,,,
,,,,,,US5168112051,LAREDO RESOURCES CORP,Basic Materials,LAREDO RESOURCES CORP,CURRENT,LRDR,,,
,,,,,,INE018A01030,LARSEN & TOUBRO LIMITED,Industrial,LARSEN & TOUBRO LIMITED,LT,LT,India,NSE,INR
,,,,,,INE670X01014,LASA SUPERGENERICS LTD,Basic Materials,LASA SUPERGENERICS LTD,LASA,LASA,India,NSE,INR
,,,,,,US5179421087,LASALLE HOTEL PROPERTIES,Financial,LASALLE HOTEL PROPERTIES,LHO,LHO,,,
,,,,,,US51817R1068,LATAM AIRLINES GROUP-SP ADR,"Consumer, Cyclical",LATAM AIRLINES GROUP-SP ADR,CURRENT,LTMAQ,,,
,,,,,,FR0000032278,LATECOERE,Industrial,LATECOERE,LAT,LAT,France,SBF,EUR
,,,,,,CA51829X1096,LATIN METALS INC,Basic Materials,LATIN METALS INC,LMS,LMS,,,
,,,,,,AU000000LRS6,LATIN RESOURCES LTD,Basic Materials,LATIN RESOURCES LTD,LRS,LRS,Australia,ASX,AUD
,,,,,,MXP6171Q1053,LATINOAMERICANA DE SEGUROS,Financial,LATINOAMERICANA DE SEGUROS,LASEG,LASEG,Mexico,MEXI,MXN
,,,,,,AU000000LMG2,LATROBE MAGNESIUM LTD,Basic Materials,LATROBE MAGNESIUM LTD,LMG,LMG,Australia,ASX,AUD
,,,,,,US5184111038,LATTENO FOOD CORP,"Consumer, Non-cyclical",LATTENO FOOD CORP,NOINFO,LATF,,,
,,,,,,CA5184101056,LATTICE BIOLOGICS LTD,"Consumer, Non-cyclical",LATTICE BIOLOGICS LTD,LIMITED,LBLTF,,,
,,,,,,US5184151042,LATTICE SEMICONDUCTOR CORP,Technology,LATTICE SEMICONDUCTOR CORP,NMS,LSCC,,,
,,,,,,CA5193221010,LAURION MINERAL EXPLORATION,Basic Materials,LAURION MINERAL EXPLORATION,CURRENT,LMEFF,,,
,,,,,,INE947Q01028,LAURUS LABS LTD,"Consumer, Non-cyclical",LAURUS LABS LTD,LAURUSLAB,LAURUSLAB,India,NSE,INR
,,,,,,GB0005057541,LAVENDON GROUP PLC,"Consumer, Non-cyclical",LAVENDON GROUP PLC,LVD,LVD,,,
,,,,,,GB0031429219,LAW DEBENTURE CORP PLC-ORD,,LAW DEBENTURE CORP PLC-ORD,STMM,LWDB,United Kingdom,LSE,GBP
,,,,,,INE801V01019,LAXMI COTSPIN LTD,"Consumer, Cyclical",LAXMI COTSPIN LTD,LAXMICOT,LAXMICOT,India,NSE,INR
,,,,,,US5210501046,LAYNE CHRISTENSEN COMPANY,Industrial,LAYNE CHRISTENSEN COMPANY,LAYN,LAYN,,,
,,,,,,BMG540501027,LAZARD LTD-CL A,Financial,LAZARD LTD-CL A,LAZ,LAZ,,,
,,,,,,US5210761095,LAZARD WORLD DIVIDEND & INCO,,LAZARD WORLD DIVIDEND & INCO,LOR,LOR,,,
,,,,,,LU1954556863,LAZARD WORLD TRUST FUND,,LAZARD WORLD TRUST FUND,WTR,WTR,,,
,,,,,,US5210781051,LAZARE KAPLAN INTERNATIONAL,"Consumer, Cyclical",LAZARE KAPLAN INTERNATIONAL,LKII,LKII,,,
,,,,,,DE0009780411,LBBW DIVIDEND STRG EURLND-R,,LBBW DIVIDEND STRG EURLND-R,FHUA,FHUA,,,
,,,,,,BMG5376C1010,LCT HOLDINGS LTD,Communications,LCT HOLDINGS LTD,BJL,BJL,,,
,,,,,,US50183P1084,LD HOLDINGS INC,"Consumer, Cyclical",LD HOLDINGS INC,LDHL,LDHL,,,
,,,,,,CNE000000NT9,LEAD EASTERN INVESTMENT CO-A,"Consumer, Cyclical",LEAD EASTERN INVESTMENT CO-A,000673,000673,,,
,,,,,,IL0003180143,LEADER HOLDINGS & INVESTMENT,Industrial,LEADER HOLDINGS & INVESTMENT,LDER,LDER,,,
,,,,,,AU000000LER6,LEAF RESOURCES LTD,Industrial,LEAF RESOURCES LTD,LER,LER,Australia,ASX,AUD
,,,,,,US52177H1005,LEAFBUYER TECHNOLOGIES INC,Communications,LEAFBUYER TECHNOLOGIES INC,CURRENT,LBUY,,,
,,,,,,CA52176A2056,LEAGOLD MINING CORP,Basic Materials,LEAGOLD MINING CORP,LMCNF,LMCNF,,,
,,,,,,CA52176A2056,LEAGOLD MINING CORP,Basic Materials,LEAGOLD MINING CORP,LMCNF,LMCNF,,,
,,,,,,US52187K1016,LEAP THERAPEUTICS INC,"Consumer, Non-cyclical",LEAP THERAPEUTICS INC,NMS,LPTX,,,
,,,,,,US52186N1063,LEAPFROG ENTERPRISES INC,"Consumer, Cyclical",LEAPFROG ENTERPRISES INC,LF,LF,,,
,,,,,,US52201E1073,LEARNING PRIORITY INC,Communications,LEARNING PRIORITY INC,LRNP,LRNP,,,
,,,,,,US5221322085,LEATT CORP,"Consumer, Cyclical",LEATT CORP,LEAT,LEAT,,,
,,,,,,US5233381012,LEDYARD FINANCIAL GROUP INC,Financial,LEDYARD FINANCIAL GROUP INC,CURRENT,LFGP,,,
,,,,,,US5237684064,LEE ENTERPRISES,Communications,LEE ENTERPRISES,NMS,LEE,,,
,,,,,,HK0068000436,LEE HING DEVELOPMENT,Financial,LEE HING DEVELOPMENT,68,68,Hong Kong,SEHK,HKD
,,,,,,US5240381062,LEE PHARMACEUTICALS,"Consumer, Non-cyclical",LEE PHARMACEUTICALS,CURRENT,LPHM,,,
,,,,,,VGG5520W1023,LEFROY EXPLORATION LTD,Basic Materials,LEFROY EXPLORATION LTD,LEX,LEX,,,
,,,,,,BMG552191022,LEFT FIELD PRINTING GROUP LT,"Consumer, Non-cyclical",LEFT FIELD PRINTING GROUP LT,1540,1540,,,
,,,,,,US52472J1088,LEGACY EDUCATION ALLIANCE IN,Financial,LEGACY EDUCATION ALLIANCE IN,LEAI,LEAI,,,
,,,,,,US52470T1088,LEGACY TECHNOLOGY HOLDINGS I,Industrial,LEGACY TECHNOLOGY HOLDINGS I,LIMITED,LTHO,,,
,,,,,,CA52471L3020,LEGEND GOLD CORP,Basic Materials,LEGEND GOLD CORP,LGN,LGN,,,
,,,,,,US52490C1018,LEGEND OIL AND GAS LTD,Energy,LEGEND OIL AND GAS LTD,NOINFO,LOGL,,,
,,,,,,KYG5458R1175,LEGEND STRATEGY INTERNATIONA,"Consumer, Cyclical",LEGEND STRATEGY INTERNATIONA,1355,1355,,,
,,,,,,US52467N1063,LEGENDS BUSINESS GROUP INC,"Consumer, Non-cyclical",LEGENDS BUSINESS GROUP INC,CURRENT,LGBS,,,
,,,,,,US52468L7038,LEGG MASON GLOBAL INFRASTR,,LEGG MASON GLOBAL INFRASTR,INFR,INFR,,,
,,,,,,US5246601075,LEGGETT & PLATT INC,"Consumer, Cyclical",LEGGETT & PLATT INC,LEG,LEG,,,
,,,,,,FR0010307819,LEGRAND SA,Industrial,LEGRAND SA,LR,LR,France,SBF,EUR
,,,,,,US21988G8583,LEHMAN ABS CORPORATION,Financial,LEHMAN ABS CORPORATION,CURRENT,CCYPQ,,,
,,,,,,US50187J2078,LEJU HOLDINGS LTD-ADR,Communications,LEJU HOLDINGS LTD-ADR,LEJU,LEJU,,,
,,,,,,CH0022427626,LEM HOLDING SA-REG,Industrial,LEM HOLDING SA-REG,XETRA,LELA,Germany,FWB,EUR
,,,,,,INE970X01018,LEMON TREE HOTELS LTD,"Consumer, Cyclical",LEMON TREE HOTELS LTD,LEMONTREE,LEMONTREE,India,NSE,INR
,,,,,,US52602E1029,LENDER PROCESSING SERVICES,Technology,LENDER PROCESSING SERVICES,LPS,LPS,,,
,,,,,,AU000000LLC3,LENDLEASE GROUP,Industrial,LENDLEASE GROUP,LLC,LLC,Australia,ASX,AUD
,,,,,,US5261071071,LENNOX INTL INC,Industrial,LENNOX INTL INC,LII,LII,,,
,,,,,,US52634R2040,LENOX WEALTH MANAGEMENT INC,Financial,LENOX WEALTH MANAGEMENT INC,NOINFO,LNXW,,,
,,,,,,US52634T2006,LENTA PLC,"Consumer, Cyclical",LENTA PLC,IOBE,LNTA,,,
,,,,,,AT0000644505,LENZING AG,Basic Materials,LENZING AG,XETRA,LNZ,Austria,VSE,EUR
,,,,,,US5263621089,LEO MOTORS INC,"Consumer, Cyclical",LEO MOTORS INC,LEOM,LEOM,,,
,,,,,,IT0003856405,LEONARDO SPA,Industrial,LEONARDO SPA,LDO,LDO,Italy,BVME,EUR
,,,,,,US5266381012,LEONE ASSET MANAGEMENT INC,Financial,LEONE ASSET MANAGEMENT INC,CURRENT,LEON,,,
,,,,,,CA5266813099,LEONOVUS INC,Communications,LEONOVUS INC,LTV,LTV,,,
,,,,,,BMG5454H1473,LERADO FINANCIAL GROUP COMPA,"Consumer, Non-cyclical",LERADO FINANCIAL GROUP COMPA,1225,1225,,,
,,,,,,US52729P1057,LEVEL BEST GOLF INC,"Consumer, Cyclical",LEVEL BEST GOLF INC,LBGF,LBGF,,,
,,,,,,US52730D2080,LEVEL ONE BANCORP INC,Financial,LEVEL ONE BANCORP INC,LEVL,LEVL,,,
,,,,,,IE00BF03XP94,LEVERAGE SHARES 2X FACEBOOK,,LEVERAGE SHARES 2X FACEBOOK,ECE2,2FB,,,
,,,,,,JP3969500002,LEVI STRAUSS JAPAN KABUSHIKI,"Consumer, Cyclical",LEVI STRAUSS JAPAN KABUSHIKI,9836,9836,,,
,,,,,,IL0002000144,LEVINSKI OFER LTD,Industrial,LEVINSKI OFER LTD,LEOF,LEOF,Israel,TASE,ILS
,,,,,,DE0006336001,LEWAG HOLDING AG,Diversified,LEWAG HOLDING AG,XETRA,KGR,Germany,FWB,EUR
,,,,,,CA52887A1066,LEXICON BUILDING SYSTEMS LTD,Industrial,LEXICON BUILDING SYSTEMS LTD,AILFQ,AILFQ,,,
,,,,,,US5288771034,LEXINFINTECH HOLDINGS L-ADR,Financial,LEXINFINTECH HOLDINGS L-ADR,NMS,LX,,,
,,,,,,SE0006510640,LEXINGTON CO AB/THE,"Consumer, Cyclical",LEXINGTON CO AB/THE,LEX,LEX,,,
,,,,,,INE500X01013,LEXUS GRANITO INDIA LTD,Industrial,LEXUS GRANITO INDIA LTD,LEXUS,LEXUS,India,NSE,INR
,,,,,,SG2F02983607,LEY CHOON GROUP HOLDINGS LTD,Industrial,LEY CHOON GROUP HOLDINGS LTD,Q0X,Q0X,Singapore,SGX,SGD
,,,,,,US50186V1026,LG DISPLAY CO LTD-ADR,Industrial,LG DISPLAY CO LTD-ADR,LPL,LPL,,,
,,,,,,US50201K1079,LGBTQ LOYALTY HOLDINGS INC,Communications,LGBTQ LOYALTY HOLDINGS INC,CURRENT,LFAP,,,
,,,,,,US50187T1060,LGI HOMES INC,"Consumer, Cyclical",LGI HOMES INC,NMS,LGIH,,,
,,,,,,US50186A1088,LGL GROUP INC/THE,Industrial,LGL GROUP INC/THE,LGL,LGL,,,
,,,,,,KYG547241029,LH GROUP LTD,"Consumer, Cyclical",LH GROUP LTD,1978,1978,,,
,,,,,,US50187A1079,LHC GROUP INC,"Consumer, Non-cyclical",LHC GROUP INC,NMS,LHCG,,,
,,,,,,SG1AH9000002,LHN LTD,Financial,LHN LTD,1730,1730,Singapore,SEHK,HKD
,,,,,,EE3100102203,LHV GROUP AS,Financial,LHV GROUP AS,LHV1T,LHV1T,Estonia,N.TALLINN,EUR
,,,,,,SG1G55870362,LIAN BENG GROUP LTD,Industrial,LIAN BENG GROUP LTD,L03,L03,Singapore,SGX,SGD
,,,,,,CNE000000MW5,LIAONING ENERGY INDUSTRY CO,Energy,LIAONING ENERGY INDUSTRY CO,600758,600758,China,SEHKNTL,CNH
,,,,,,US5301292042,LIBERATE TECHNOLOGIES,Communications,LIBERATE TECHNOLOGIES,LBTE,LBTE,,,
,,,,,,US5301581048,LIBERTY ALL STAR EQUITY FUND,,LIBERTY ALL STAR EQUITY FUND,USA,USA,,,
,,,,,,US5299001025,LIBERTY ALL-STAR GROWTH FD,,LIBERTY ALL-STAR GROWTH FD,ASG,ASG,,,
,,,,,,US5301701091,LIBERTY BANCORP,Financial,LIBERTY BANCORP,CURRENT,LIBC,,,
,,,,,,US5301801081,LIBERTY BANCSHARES INC OHIO,Financial,LIBERTY BANCSHARES INC OHIO,CURRENT,LBSI,,,
,,,,,,US5303073051,LIBERTY BROADBAND-C,Communications,LIBERTY BROADBAND-C,NMS,LBRDK,,,
,,,,,,US5303621024,LIBERTY COAL ENERGY CORP,Energy,LIBERTY COAL ENERGY CORP,LBTG,LBTG,,,
,,,,,,CA53044R2063,LIBERTY DEFENSE HOLDINGS LTD,Industrial,LIBERTY DEFENSE HOLDINGS LTD,SCAN,SCAN,,,
,,,,,,US53045E1055,LIBERTY ENERGY CORP,Energy,LIBERTY ENERGY CORP,LBYE,LBYE,,,
,,,,,,CA53056H1047,LIBERTY GOLD CORP,Basic Materials,LIBERTY GOLD CORP,XETRA,PGW,,,
,,,,,,CA5305621073,LIBERTY HEALTH SCIENCES INC,"Consumer, Non-cyclical",LIBERTY HEALTH SCIENCES INC,LHSIF,LHSIF,,,
,,,,,,US53060P1003,LIBERTY INTERNATIONAL ENTERT,,LIBERTY INTERNATIONAL ENTERT,LIEI,LIEI,,,
,,,,,,CA53116A2065,LIBERTY ONE LITHIUM CORP,Basic Materials,LIBERTY ONE LITHIUM CORP,LBY,LBY,,,
,,,,,,INE557B01019,LIBERTY SHOES LIMITED,"Consumer, Cyclical",LIBERTY SHOES LIMITED,LIBERTSHO,LIBERTSHO,India,NSE,INR
,,,,,,INE115A01026,LIC HOUSING FINANCE LTD,Financial,LIC HOUSING FINANCE LTD,LICHSGFIN,LICHSGFIN,India,NSE,INR
,,,,,,US53185D1072,LIFE CLIPS INC,Technology,LIFE CLIPS INC,CURRENT,LCLP,,,
,,,,,,US5318641066,LIFE INSURANCE CO (ALA),Financial,LIFE INSURANCE CO (ALA),CURRENT,LINS,,,
,,,,,,US53217Y1038,LIFE STEM GENETICS INC,"Consumer, Non-cyclical",LIFE STEM GENETICS INC,LIFS,LIFS,,,
,,,,,,AU0000045098,LIFE360 INC-CDI,Technology,LIFE360 INC-CDI,360,360,Australia,ASX,AUD
,,,,,,SG1DF7000002,LIFEBRANDZ LTD,"Consumer, Cyclical",LIFEBRANDZ LTD,1D3,1D3,Singapore,SGX,SGD
,,,,,,AU000000LHC1,LIFEHEALTHCARE GROUP LTD,"Consumer, Non-cyclical",LIFEHEALTHCARE GROUP LTD,LHC,LHC,,,
,,,,,,US53219E8084,LIFELINE BIOTECHNOLOGIES INC,"Consumer, Non-cyclical",LIFELINE BIOTECHNOLOGIES INC,NOINFO,LLBO,,,
,,,,,,US53220Y2072,LIFELOC TECHNOLOGIES INC,"Consumer, Non-cyclical",LIFELOC TECHNOLOGIES INC,CURRENT,LCTC,,,
,,,,,,US53224V1008,LIFELOCK INC,"Consumer, Non-cyclical",LIFELOCK INC,LOCK,LOCK,,,
,,,,,,US53222D2018,LIFEQUEST WORLD CORP,"Consumer, Non-cyclical",LIFEQUEST WORLD CORP,CURRENT,LQWC,,,
,,,,,,US53221W1018,LIFESPAN INC,"Consumer, Cyclical",LIFESPAN INC,LSPN,LSPN,,,
,,,,,,US53224B1044,LIFESTORE FINANCIAL GROUP IN,Financial,LIFESTORE FINANCIAL GROUP IN,CURRENT,LSFG,,,
,,,,,,KYG548741050,LIFESTYLE CHINA GROUP LTD,"Consumer, Cyclical",LIFESTYLE CHINA GROUP LTD,2136,2136,,,
,,,,,,KYG548561284,LIFESTYLE INTL HLDGS LTD,"Consumer, Cyclical",LIFESTYLE INTL HLDGS LTD,1212,1212,,,
,,,,,,US53224P1030,LIFESTYLE MEDICAL NETWORK IN,Communications,LIFESTYLE MEDICAL NETWORK IN,LMNK,LMNK,,,
,,,,,,US53222K2050,LIFEVANTAGE CORP,"Consumer, Non-cyclical",LIFEVANTAGE CORP,SCM,LFVN,,,
,,,,,,JP3758140002,LIFULL CO LTD,Communications,LIFULL CO LTD,2120,2120,Japan,TSEJ,JPY
,,,,,,US50187X1072,LIG ASSETS INC,Financial,LIG ASSETS INC,CURRENT,LIGA,,,
,,,,,,US53220K5048,LIGAND PHARMACEUTICALS,"Consumer, Non-cyclical",LIGAND PHARMACEUTICALS,NMS,LGND,,,
,,,,,,US53223L1035,LIGHT MEDIA HOLDINGS INC,Communications,LIGHT MEDIA HOLDINGS INC,CURRENT,LGMH,,,
,,,,,,US53228A1025,LIGHTHOUSE GLOBAL HOLDINGS I,Financial,LIGHTHOUSE GLOBAL HOLDINGS I,LIMITED,LHGI,,,
,,,,,,US53224G7079,LIGHTING SCIENCE GROUP CORP,Industrial,LIGHTING SCIENCE GROUP CORP,NOINFO,LSCG,,,
,,,,,,US53226K1025,LIGHTSPACE CORP,"Consumer, Cyclical",LIGHTSPACE CORP,LGTS,LGTS,,,
,,,,,,US5322751042,LIGHTWAVE LOGIC INC,Basic Materials,LIGHTWAVE LOGIC INC,SCM,LWLG,,,
,,,,,,US53228J1034,LIGHTYEAR NETWORK SOLUTIONS,Communications,LIGHTYEAR NETWORK SOLUTIONS,LYNS,LYNS,,,
,,,,,,US5323521014,LIHUA INTERNATIONAL INC,Industrial,LIHUA INTERNATIONAL INC,LIWA,LIWA,,,
,,,,,,US5324032011,LILIS ENERGY INC,Energy,LILIS ENERGY INC,LLEXQ,LLEXQ,,,
,,,,,,US5324571083,LILLY (ELI) & CO,"Consumer, Non-cyclical",ELI LILLY & CO,LLY,LLY,,,
,,,,,,DE000A0JDBC7,LIMES SCHLOSSKLINIKEN AG,"Consumer, Non-cyclical",LIMES SCHLOSSKLINIKEN AG,XETRA,LIK,Germany,FWB,EUR
,,,,,,GB00BKXP5L71,LIMITLESS EARTH PLC,Financial,LIMITLESS EARTH PLC,ASQ1,LME,United Kingdom,LSE,GBP
,,,,,,US5327272036,LIMITLESS VENTURE GROUP INC,Financial,LIMITLESS VENTURE GROUP INC,CURRENT,LVGI,,,
,,,,,,CA53278L1076,LINAMAR CORP,"Consumer, Cyclical",LINAMAR CORP,LNR,LNR,,,
,,,,,,LT0000128092,LINAS AGRO GROUP AB,"Consumer, Non-cyclical",LINAS AGRO GROUP AB,LNA1L,LNA1L,Lithuania,N.VILNIUS,EUR
,,,,,,AU000XINEAA6,LINC ENERGY LTD,Energy,LINC ENERGY LTD,BRE,BRE,,,
,,,,,,AU000000LML2,LINCOLN MINERALS LTD,Basic Materials,LINCOLN MINERALS LTD,LML,LML,Australia,ASX,AUD
,,,,,,US5341871094,LINCOLN NATIONAL CORP,Financial,LINCOLN NATIONAL CORP,LNC,LNC,,,
,,,,,,INE405C01035,LINCOLN PHARMACEUTICALS LTD,"Consumer, Non-cyclical",LINCOLN PHARMACEUTICALS LTD,LINCOLN,LINCOLN,India,NSE,INR
,,,,,,INE473A01011,LINDE INDIA LTD,Basic Materials,LINDE INDIA LTD,LINDEINDI,LINDEINDI,India,NSE,INR
,,,,,,AU000000LAU8,LINDSAY AUSTRALIA LTD,Industrial,LINDSAY AUSTRALIA LTD,LAU,LAU,Australia,ASX,AUD
,,,,,,GB0031977944,LINDSELL TRAIN INV TRUST,,LINDSELL TRAIN INV TRUST,SSMM,LTI,United Kingdom,LSE,GBP
,,,,,,FR0004156297,LINEDATA SERVICES,Technology,LINEDATA SERVICES,LIN1,LIN1,France,SBF,EUR
,,,,,,CNE1000001H3,LINGBAO GOLD GROUP CO LTD-H,Basic Materials,LINGBAO GOLD GROUP CO LTD-H,3330,3330,Hong Kong,SEHK,HKD
,,,,,,US5357421008,LINGERIE FIGHTING CHAMPIONSH,"Consumer, Cyclical",LINGERIE FIGHTING CHAMPIONSH,CURRENT,BOTY,,,
,,,,,,CNE000001FN6,LINGYUN INDUSTRIAL CORP-A,"Consumer, Cyclical",LINGYUN INDUSTRIAL CORP-A,600480,600480,China,SEHKNTL,CNH
,,,,,,US53577L1052,LINK MOTION INC - SPON ADR,Technology,LINK MOTION INC - SPON ADR,LKM,LKM,,,
,,,,,,US5357711093,LINK RESERVATIONS INC,Industrial,LINK RESERVATIONS INC,CURRENT,LRSV,,,
,,,,,,US53578A1088,LINKEDIN CORP - A,Communications,LINKEDIN CORP - A,LNKD,LNKD,,,
,,,,,,KYG5S10M1014,LINOCRAFT HOLDINGS LTD,"Consumer, Non-cyclical",LINOCRAFT HOLDINGS LTD,8383,8383,,,
,,,,,,AT0000723606,LINZ TEXTIL HOLDING AG,"Consumer, Cyclical",LINZ TEXTIL HOLDING AG,LTH,LTH,Austria,VSE,EUR
,,,,,,AU000000LIO4,LION ENERGY LTD,Energy,LION ENERGY LTD,LIO,LIO,Australia,ASX,AUD
,,,,,,BMG6577U1062,LION ROCK GROUP LTD,"Consumer, Non-cyclical",LION ROCK GROUP LTD,1127,1127,,,
,,,,,,AU000000LSX4,LION SELECTION GROUP LIMITED,,LION SELECTION GROUP LIMITED,LSX,LSX,Australia,ASX,AUD
,,,,,,CA5362631064,LIONS BAY CAPITAL INC,Financial,LIONS BAY CAPITAL INC,LBI,LBI,,,
,,,,,,GG00B3M9KL68,LIONSGOLD LTD,"Consumer, Non-cyclical",LIONSGOLD LTD,LION,LION,,,
,,,,,,SG1W27938677,LIPPO MALLS INDONESIA RETAIL,Financial,LIPPO MALLS INDONESIA RETAIL,D5IU,D5IU,Singapore,SGX,SGD
,,,,,,US53634X1000,LIQUIDMETAL TECHNOLOGIES INC,Basic Materials,LIQUIDMETAL TECHNOLOGIES INC,CURRENT,LQMT,,,
,,,,,,US53654P1021,LISKA BIOMETRY INC,Industrial,LISKA BIOMETRY INC,NOINFO,LSKA,,,
,,,,,,JP3046760009,LISTED INDEX FUND CHINA A SH,,LISTED INDEX FUND CHINA A SH,1322,1322,,,
,,,,,,CA5367361014,LITE ACCESS TECHNOLOGIES INC,Communications,LITE ACCESS TECHNOLOGIES INC,LTE,LTE,,,
,,,,,,CA53680T1021,LITHIUM ENERGI EXPLORATION I,Basic Materials,LITHIUM ENERGI EXPLORATION I,LEXI,LEXI,,,
,,,,,,US53680P4072,LITHIUM EXPLORATION GROUP IN,Basic Materials,LITHIUM EXPLORATION GROUP IN,LEXG,LEXG,,,
,,,,,,AU000000LPI1,LITHIUM POWER INTERNATIONAL,Basic Materials,LITHIUM POWER INTERNATIONAL,LPI,LPI,Australia,ASX,AUD
,,,,,,CA5368161017,LITHIUM X ENERGY CORP,Basic Materials,LITHIUM X ENERGY CORP,LIX,LIX,,,
,,,,,,US5375901015,LITTLEFIELD CORPORATION,"Consumer, Cyclical",LITTLEFIELD CORPORATION,NOINFO,LTFD,,,
,,,,,,CNE000001R68,LIUZHOU IRON & STEEL CO -A,Basic Materials,LIUZHOU IRON & STEEL CO -A,601003,601003,China,SEHKNTL,CNH
,,,,,,US5380311051,LIVE CURRENT MEDIA INC,Communications,LIVE CURRENT MEDIA INC,CURRENT,LIVC,,,
,,,,,,US53803W2061,LIVE MICROSYSTEMS INC,Communications,LIVE MICROSYSTEMS INC,NOINFO,LMSC,,,
,,,,,,PLLVTSF00010,LIVECHAT SOFTWARE SA,Technology,LIVECHAT SOFTWARE SA,LVC,LVC,Poland,WSE,PLN
,,,,,,VGG550931015,LIVERMORE INVESTMENTS GROUP,Financial,LIVERMORE INVESTMENTS GROUP,AMSM,LIV,,,
,,,,,,US53838A1043,LIVEWIRE ERGOGENICS INC,"Consumer, Non-cyclical",LIVEWIRE ERGOGENICS INC,CURRENT,LVVV,,,
,,,,,,US53838Q1094,LIVEWORLD INC,Communications,LIVEWORLD INC,LIMITED,LVWD,,,
,,,,,,AU000000LCT6,LIVING CELL TECHNOLOGIES LTD,"Consumer, Non-cyclical",LIVING CELL TECHNOLOGIES LTD,LCT,LCT,Australia,ASX,AUD
,,,,,,JP3974710000,LIVING TECHNOLOGIES INC/JAPA,Communications,LIVING TECHNOLOGIES INC/JAPA,4445,4445,Japan,TSEJ,JPY
,,,,,,CNE0000002Y8,LIVZON PHARMACEUTICAL GROU-A,"Consumer, Non-cyclical",LIVZON PHARMACEUTICAL GROU-A,000513,000513,China,SEHKSZSE,CNH
,,,,,,US5393192027,LIXTE BIOTECHNOLOGY HOLDINGS,"Consumer, Non-cyclical",LIXTE BIOTECHNOLOGY HOLDINGS,SCM,LIXT,,,
,,,,,,KYG553291090,LIZHAN ENVIRONMENTAL CORP,Industrial,LIZHAN ENVIRONMENTAL CORP,LZENF,LZENF,,,
,,,,,,US5018892084,LKQ CORP,"Consumer, Cyclical",LKQ CORP,NMS,LKQ,,,
,,,,,,DE000A12UP29,LLOYD FONDS AG,Financial,LLOYD FONDS AG,XETRA,L1OA,Germany,IBIS,EUR
,,,,,,INE093R01011,LLOYDS STEELS INDUSTRIES LTD,Industrial,LLOYDS STEELS INDUSTRIES LTD,LSIL,LSIL,India,NSE,INR
,,,,,,US53945X1046,LOANS4LESS.COM INC,Financial,LOANS4LESS.COM INC,CURRENT,LFLS,,,
,,,,,,CA5394811015,LOBLAW COMPANIES LTD,"Consumer, Non-cyclical",LOBLAW COMPANIES LTD,CURRENT,LBLCF,,,
,,,,,,AU000000LPE0,LOCALITY PLANNING ENERGY HOL,Utilities,LOCALITY PLANNING ENERGY HOL,LPE,LPE,Australia,ASX,AUD
