Code-EOD,Country-EOD,Currency-EOD,Exchange-EOD,ISIN,Name-EOD,Type-EOD,previousClose-EOD,previousCloseDate-EOD,country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
ZLAB,USA,USD,US,US98887Q1040,Zai Lab Ltd,Common Stock,37.77,2022-08-03,,,,,,,ZAI LAB LTD-ADR,"Consumer, Non-cyclical",ZAI LAB LTD-ADR,NMS,ZLAB,,,
ZMRK,USA,USD,US,US9888691030,Zalemark Holding Co,Common Stock,0.0016,2022-08-02,,,,,,,ZALEMARK HOLDING CO INC,"Consumer, Cyclical",ZALEMARK HOLDING CO INC,CURRENT,ZMRK,,,
2098,Hong Kong,HKD,HK,KYG9888C1125,Zall Group Ltd,Common Stock,0.495,2022-08-03,,,,,,,ZALL SMART COMMERCE GROUP LT,"Consumer, Non-cyclical",ZALL SMART COMMERCE GROUP LT,2098,2098,,,
ZAZA,USA,USD,US,US98919T4076,ZaZa Energy Corporation,Common Stock,0.0001,2022-08-02,,,,,,,ZAZA ENERGY CORP,Energy,ZAZA ENERGY CORP,ZAZA,ZAZA,,,
ZEAL,USA,USD,US,US98920Y3045,Zealand Pharma A/S ADR,Common Stock,18.02,2022-08-03,,,,,,,ZEALAND PHARMA A/S-ADR,"Consumer, Non-cyclical",ZEALAND PHARMA A/S-ADR,NMS,ZEAL,,,
ZBRA,USA,USD,US,US9892071054,Zebra Technologies Corporation,Common Stock,326.41,2022-08-03,,,,,,,ZEBRA TECHNOLOGIES CORP-CL A,Technology,ZEBRA TECHNOLOGIES CORP-CL A,NMS,ZBRA,,,
ZMSPF,USA,USD,US,CA98921P1045,Zecotek Photonics Inc,Common Stock,0.0001,2022-08-02,,,,,,,ZECOTEK PHOTONICS INC,"Consumer, Non-cyclical",ZECOTEK PHOTONICS INC,NOINFO,ZMSPF,,,
ZDGE,USA,USD,US,US98923T1043,Zedge Inc,Common Stock,3.34,2022-08-03,,,,,,,ZEDGE INC-CL B,Technology,ZEDGE INC-CL B,ZDGE,ZDGE,,,
ZEEL,India,INR,NSE,INE256A01028,Zee Entertainment Enterprises Limited,Common Stock,240.9,2022-08-03,,,,,,,ZEE ENTERTAINMENT ENTERPRISE,Communications,ZEE ENTERTAINMENT ENTERPRISE,ZEEL,ZEEL,India,NSE,INR
ZEELEARN,India,INR,NSE,INE565L01011,Zee Learn Limited,Common Stock,7.15,2022-08-03,,,,,,,ZEE LEARN LTD,"Consumer, Non-cyclical",ZEE LEARN LTD,ZEELEARN,ZEELEARN,India,NSE,INR
ZEEMEDIA,India,INR,NSE,INE966H01019,Zee Media Corporation Limited,Common Stock,15.0,2022-08-03,,,,,,,ZEE MEDIA CORPORATION LTD,Communications,ZEE MEDIA CORPORATION LTD,ZEEMEDIA,ZEEMEDIA,India,NSE,INR
ZEG,UK,GBX,LSE,GB00BVGBY890,Zegona Communications Plc,Common Stock,84.0,2022-08-03,,,,,,,ZEGONA COMMUNICATIONS PLC,Financial,ZEGONA COMMUNICATIONS PLC,SSQ3,ZEG,United Kingdom,LSE,GBP
ZEHN,Switzerland,CHF,SW,CH0276534614,Zehnder,Common Stock,61.0,2022-08-03,,,,,,,ZEHNDER GROUP AG-RG,Industrial,ZEHNDER GROUP AG-RG,ZEHN,ZEHN,Switzerland,EBS,CHF
ZENTEC,India,INR,NSE,INE251B01027,Zen Technologies Limited,Common Stock,185.3,2022-08-03,,,,,,,ZEN TECHNOLOGIES LTD,Industrial,ZEN TECHNOLOGIES LTD,ZENTEC,ZENTEC,India,NSE,INR
ZEN,USA,USD,US,US98936J1016,Zendesk Inc,Common Stock,75.55,2022-08-03,,,,,,,ZENDESK INC,Communications,ZENDESK INC,ZEN,ZEN,,,
ZENA,Norway,NOK,OL,CA98936C1068,Zenith Energy Ltd,Common Stock,0.09720000000000001,2022-08-03,,,,,,,ZENITH ENERGY LTD,Energy,ZENITH ENERGY LTD,SSQ3,ZEN,,,
ZENITHEXPO,India,INR,NSE,INE058B01018,Zenith Exports Limited,Common Stock,71.9,2022-08-03,,,,,,,ZENITH EXPORTS LIMITED,"Consumer, Cyclical",ZENITH EXPORTS LIMITED,ZENITHEXP,ZENITHEXP,India,NSE,INR
ZNC,Australia,AUD,AU,AU000000ZNC9,Zenith Minerals Ltd,Common Stock,0.29,2022-08-03,,,,,,,ZENITH MINERALS LTD,Basic Materials,ZENITH MINERALS LTD,ZNC,ZNC,Australia,ASX,AUD
ZENO,USA,USD,US,US9894242059,Zenosense Inc,Common Stock,0.021500000000000002,2022-08-02,,,,,,,ZENOSENSE INC,"Consumer, Non-cyclical",ZENOSENSE INC,CURRENT,ZENO,,,
ZENSARTECH,India,INR,NSE,INE520A01027,Zensar Technologies Limited,Common Stock,249.9,2022-08-03,,,,,,,ZENSAR TECHNOLOGIES LTD,Technology,ZENSAR TECHNOLOGIES LTD,ZENSARTEC,ZENSARTEC,India,NSE,INR
4205,Japan,JPY,TSE,JP3725400000,Zeon Corp,Common Stock,1347.0,2022-08-03,,,,,,,ZEON CORPORATION,Basic Materials,ZEON CORPORATION,4205,4205,Japan,TSEJ,JPY
ZEON,USA,USD,US,US98944X1000,Zeons Corporation,Common Stock,0.0001,2022-08-02,,,,,,,ZEONS CORP,"Consumer, Cyclical",ZEONS CORP,NOINFO,ZEON,,,
ZFR,Canada,CAD,V,CA98943Y1097,Zephyr Minerals Ltd,Common Stock,0.125,2022-08-03,,,,,,,ZEPHYR MINERALS LTD,Basic Materials,ZEPHYR MINERALS LTD,ZFR,ZFR,,,
ZER,Australia,AUD,AU,BMG9895P1068,Zeta Resources Ltd,Common Stock,0.26,2022-08-03,,,,,,,ZETA RESOURCES LTD,,ZETA RESOURCES LTD,ZER,ZER,,,
ZEU,Australia,AUD,AU,AU000000ZEU0,Zeus Resources Ltd,Common Stock,0.089,2022-08-03,,,,,,,ZEUS RESOURCES LTD,Basic Materials,ZEUS RESOURCES LTD,ZEU,ZEU,Australia,ASX,AUD
603799,China,CNY,SHG,CNE100001VW3,Zhejiang Huayou Cobalt Co Ltd,Common Stock,84.5,2022-08-03,,,,,,,ZHEJIANG HUAYOU COBALT CO -A,Basic Materials,ZHEJIANG HUAYOU COBALT CO -A,603799,603799,China,SEHKNTL,CNH
600668,China,CNY,SHG,CNE000000B18,Zhejiang Jianfeng Group Co Ltd,Common Stock,11.85,2022-08-03,,,,,,,ZHEJIANG JIANFENG GROUP-A,Industrial,ZHEJIANG JIANFENG GROUP-A,600668,600668,China,SEHKNTL,CNH
600160,China,CNY,SHG,CNE000000WQ6,Zhejiang Juhua Co Ltd,Common Stock,16.42,2022-08-03,,,,,,,ZHEJIANG JUHUA CO-A,Basic Materials,ZHEJIANG JUHUA CO-A,600160,600160,China,SEHKNTL,CNH
600352,China,CNY,SHG,CNE000001FJ4,Zhejiang Longsheng Group Co Ltd,Common Stock,9.52,2022-08-03,,,,,,,ZHEJIANG LONGSHENG GROUP C-A,Basic Materials,ZHEJIANG LONGSHENG GROUP C-A,600352,600352,China,SEHKNTL,CNH
1057,Hong Kong,HKD,HK,CNE1000004W6,Zhejiang Shibao Co Ltd,Common Stock,1.94,2022-08-03,,,,,,,ZHEJIANG SHIBAO CO LTD-H,"Consumer, Cyclical",ZHEJIANG SHIBAO CO LTD-H,1057,1057,Hong Kong,SEHK,HKD
601878,China,CNY,SHG,CNE100002R65,Zheshang Securities Co Ltd,Common Stock,9.82,2022-08-03,,,,,,,ZHESHANG SECURITIES CO LTD-A,Financial,ZHESHANG SECURITIES CO LTD-A,601878,601878,China,SEHKNTL,CNH
8370,Hong Kong,HKD,HK,KYG9898D1007,Zhi Sheng Group Holdings Ltd,Common Stock,0.154,2022-08-03,,,,,,,ZHI SHENG GROUP HOLDINGS LTD,"Consumer, Cyclical",ZHI SHENG GROUP HOLDINGS LTD,8370,8370,,,
1538,Hong Kong,HKD,HK,KYG9897C1033,Zhong Ao Home Group Ltd,Common Stock,0.45,2022-08-03,,,,,,,ZHONG AO HOME GROUP LTD,Financial,ZHONG AO HOME GROUP LTD,1538,1538,,,
ZEF,Germany,EUR,F,DE000ZDWT018,ZhongDe Waste Technology AG,Common Stock,0.7000000000000001,2022-08-03,,,,,,,ZHONGDE WASTE TECHNOLOGY AG,Industrial,ZHONGDE WASTE TECHNOLOGY AG,XETRA,ZEF,Germany,FWB,EUR
600489,China,CNY,SHG,CNE000001FM8,Zhongjin Gold Corp Ltd,Common Stock,7.11,2022-08-03,,,,,,,ZHONGJIN GOLD CORP-A,Basic Materials,ZHONGJIN GOLD CORP-A,600489,600489,China,SEHKNTL,CNH
2772,Hong Kong,HKD,HK,KYG9898C1024,Zhongliang Holdings Group Co Ltd,Common Stock,0.9,2022-08-03,,,,,,,ZHONGLIANG HOLDINGS GROUP CO,Financial,ZHONGLIANG HOLDINGS GROUP CO,2772,2772,,,
603619,China,CNY,SHG,CNE100002TK0,Zhongman Petro & Natural Gas,Common Stock,19.05,2022-08-03,,,,,,,ZHONGMAN PETROLEUM AND NATUR,Energy,ZHONGMAN PETROLEUM AND NATUR,603619,603619,China,SEHKNTL,CNH
5SR,Singapore,SGD,SG,SG2C76966531,Zhongmin Baihui Retail Group Ltd,Common Stock,0.705,2022-08-02,,,,,,,ZHONGMIN BAIHUI RETAIL GROUP,"Consumer, Cyclical",ZHONGMIN BAIHUI RETAIL GROUP,5SR,5SR,Singapore,SGX,SGD
540,China,CNY,SHE,CNE000000FL2,Zhongtian Urban Development Group Co Ltd,Common Stock,1.6,2022-08-03,,,,,,,ZHONGTIAN FINANCIAL GROUP -A,Financial,ZHONGTIAN FINANCIAL GROUP -A,000540,000540,China,SEHKSZSE,CNH
1216,Hong Kong,HKD,HK,CNE100002GY8,Zhongyuan Bank Co Ltd,Common Stock,0.73,2022-08-03,,,,,,,ZHONGYUAN BANK CO LTD-H,Financial,ZHONGYUAN BANK CO LTD-H,1216,1216,Hong Kong,SEHK,HKD
1458,Hong Kong,HKD,HK,KYG989761062,Zhou Hei Ya International Holdings Co Ltd,Common Stock,3.81,2022-08-03,,,,,,,ZHOU HEI YA INTERNATIONAL HO,"Consumer, Non-cyclical",ZHOU HEI YA INTERNATIONAL HO,1458,1458,,,
ZICX,USA,USD,US,US98953T1079,Zicix Corp,Common Stock,0.0028,2022-08-02,,,,,,,ZICIX CORP,"Consumer, Non-cyclical",ZICIX CORP,CURRENT,ZICX,,,
40W,Singapore,SGD,SG,MYA007968003,ZICO Holdings Inc,Common Stock,0.067,2022-08-03,,,,,,,ZICO HOLDINGS INC,Government,ZICO HOLDINGS INC,40W,40W,Singapore,SGX,SGD
ZGL,Australia,AUD,AU,AU000000ZGL4,Zicom Group,Common Stock,0.064,2022-08-03,,,,,,,ZICOM GROUP LTD,Energy,ZICOM GROUP LTD,ZGL,ZGL,Australia,ASX,AUD
Z,USA,USD,US,US98954M2008,Zillow Group Inc Class C,Common Stock,37.44,2022-08-03,,,,,,,ZILLOW GROUP INC - C,Communications,ZILLOW GROUP INC - C,NMS,Z,,,
ZC,Canada,CAD,V,CA9895892052,Zimtu Capital Corp,Common Stock,0.13,2022-08-03,,,,,,,ZIMTU CAPITAL CORP,Financial,ZIMTU CAPITAL CORP,ZC,ZC,,,
8287,Hong Kong,HKD,HK,KYG9898L1023,Zioncom Holdings Ltd,Common Stock,0.052000000000000005,2022-08-03,,,,,,,ZIONCOM HOLDINGS LTD,Communications,ZIONCOM HOLDINGS LTD,8287,8287,,,
ZIVO,USA,USD,US,US98978N2009,Zivo Bioscience Inc,Common Stock,3.74,2022-08-03,,,,,,,ZIVO BIOSCIENCE INC,"Consumer, Non-cyclical",ZIVO BIOSCIENCE INC,SCM,ZIVO,,,
ZNRG,USA,USD,US,US98978P1066,Znergy Inc,Common Stock,0.0001,2022-08-02,,,,,,,ZNERGY INC,Industrial,ZNERGY INC,NOINFO,ZNRG,,,
ZODIACLOTH,India,INR,NSE,INE206B01013,Zodiac Clothing Company Limited,Common Stock,91.45,2022-08-03,,,,,,,ZODIAC CLOTHING COMPANY,"Consumer, Cyclical",ZODIAC CLOTHING COMPANY,ZODIACLOT,ZODIACLOT,India,NSE,INR
ZODIAC,India,INR,NSE,INE761Y01019,Zodiac Energy Limited,Common Stock,164.15,2022-08-03,,,,,,,ZODIAC ENERGY LTD,Energy,ZODIAC ENERGY LTD,ZODIAC,ZODIAC,India,NSE,INR
ZDPY,USA,USD,US,US98978X2080,Zoned Properties Inc,Common Stock,0.715,2022-08-02,,,,,,,ZONED PROPERTIES INC,Financial,ZONED PROPERTIES INC,PRIMQX,ZDPY,,,
ZONE,Canada,CAD,V,CA98979N1006,Zonetail Inc,Common Stock,0.035,2022-08-03,,,,,,,ZONETAIL INC,Technology,ZONETAIL INC,ZONE,ZONE,,,
ZUM,Canada,CAD,V,CA98978C1059,ZoomerMedia Limited,Common Stock,0.06,2022-08-02,,,,,,,ZOOMERMEDIA LTD,Communications,ZOOMERMEDIA LTD,ZUM,ZUM,,,
157,China,CNY,SHE,CNE000001527,Zoomlion Heavy Industry Science and Technology Co Ltd,Common Stock,5.93,2022-08-03,,,,,,,ZOOMLION HEAVY INDUSTRY S-A,Industrial,ZOOMLION HEAVY INDUSTRY S-A,000157,000157,China,SEHKSZSE,CNH
ZPAS,USA,USD,US,US98979T2069,Zoompass Holdings Inc,Common Stock,0.015300000000000001,2022-08-02,,,,,,,ZOOMPASS HOLDINGS INC,"Consumer, Non-cyclical",ZOOMPASS HOLDINGS INC,NOINFO,ZPAS,,,
ZOTA,India,INR,NSE,INE358U01012,Zota Health Care LImited,Common Stock,266.55,2022-08-03,,,,,,,ZOTA HEALTH CARE LTD,"Consumer, Non-cyclical",ZOTA HEALTH CARE LTD,ZOTA,ZOTA,India,NSE,INR
ZTF,UK,GBX,LSE,GB0009896605,Zotefoams PLC,Common Stock,250.0,2022-08-03,,,,,,,ZOTEFOAMS PLC,Basic Materials,ZOTEFOAMS PLC,SSMM,ZTF,United Kingdom,LSE,GBP
980,China,CNY,SHE,CNE000001337,Zotye Automobile Co Ltd,Common Stock,3.7,2022-08-03,,,,,,,ZOTYE AUTOMOBILE CO LTD-A,"Consumer, Cyclical",ZOTYE AUTOMOBILE CO LTD-A,000980,000980,China,SEHKSZSE,CNH
3092,Japan,JPY,TSE,JP3399310006,ZOZO Inc,Common Stock,3250.0,2022-08-03,,,,,,,ZOZO INC,Communications,ZOZO INC,3092,3092,Japan,TSEJ,JPY
63,China,CNY,SHE,CNE000000TK5,ZTE Corp,Common Stock,23.23,2022-08-03,,,,,,,ZTE CORP-A,Communications,ZTE CORP-A,000063,000063,China,SEHKSZSE,CNH
ZUARI,India,INR,NSE,INE840M01016,Zuari Agro Chemicals Limited,Common Stock,154.25,2022-08-03,,,,,,,ZUARI AGRO CHEMICALS LTD,Basic Materials,ZUARI AGRO CHEMICALS LTD,ZUARI,ZUARI,India,NSE,INR
ZUGN,Switzerland,CHF,SW,CH0148052126,Zug Estates Holding AG,Common Stock,2100.0,2022-08-03,,,,,,,ZUG ESTATES HOLDING AG-B SHR,Financial,ZUG ESTATES HOLDING AG-B SHR,ZUGN,ZUGN,Switzerland,EBS,CHF
ZAG,Austria,EUR,VI,AT0000837307,Zumtobel Group AG,Common Stock,6.67,2022-08-03,,,,,,,ZUMTOBEL GROUP AG,Industrial,ZUMTOBEL GROUP AG,XETRA,ZAG,Austria,VSE,EUR
6866,Hong Kong,HKD,HK,CNE100001TL0,Zuoli Kechuang Micro-finance Co Ltd,Common Stock,0.33,2022-08-03,,,,,,,ZUOLI KECHUANG MICRO-FINAN-H,"Consumer, Non-cyclical",ZUOLI KECHUANG MICRO-FINAN-H,6866,6866,Hong Kong,SEHK,HKD
ZUO,USA,USD,US,US98983V1061,Zuora Inc,Common Stock,8.89,2022-08-03,,,,,,,ZUORA INC - CLASS A,Technology,ZUORA INC - CLASS A,ZUO,ZUO,,,
ZWACK,Hungary,HUF,BUD,HU0000074844,Zwack Unicum Likoripari es Kereskedelmi Nyrt.,Common Stock,17250.0,2022-08-03,,,,,,,ZWACK UNICUM RT,"Consumer, Non-cyclical",ZWACK UNICUM RT,ZWACK,ZWACK,Hungary,BUX,HUF
ZYDUSWELL,India,INR,NSE,INE768C01010,Zydus Wellness Limited,Common Stock,1579.7,2022-08-03,,,,,,,ZYDUS WELLNESS LTD,"Consumer, Non-cyclical",ZYDUS WELLNESS LTD,ZYDUSWELL,ZYDUSWELL,India,NSE,INR
ZYME,USA,USD,US,CA98985W1023,Zymeworks Inc,Common Stock,6.26,2022-08-03,,,,,,,ZYMEWORKS INC,"Consumer, Non-cyclical",ZYMEWORKS INC,ZYME,ZYME,,,
ZYNE,USA,USD,US,US98986X1090,Zynerba Pharmaceuticals Inc,Common Stock,1.17,2022-08-03,,,,,,,ZYNERBA PHARMACEUTICALS INC,"Consumer, Non-cyclical",ZYNERBA PHARMACEUTICALS INC,NMS,ZYNE,,,
ZYXI,USA,USD,US,US98986M1036,Zynex Inc,Common Stock,8.4,2022-08-03,,,,,,,ZYNEX INC,"Consumer, Non-cyclical",ZYNEX INC,NMS,ZYXI,,,
ZYT,UK,GBX,LSE,GB0006971013,Zytronic,Common Stock,140.0,2022-08-03,,,,,,,ZYTRONIC PLC,Industrial,ZYTRONIC PLC,ASQ1,ZYT,United Kingdom,LSE,GBP
,,,,AU000000ABL8,,,,,australia,Abilene Oil and Gas Ltd,Abilene Oil and Gas Ltd,AUD,ABL,equity,ABILENE OIL AND GAS LTD,,ABILENE OIL AND GAS LTD,,ABL,Australia,ASX,AUD
,,,,CA0036841074,,,,,canada,Abitibi Royalties Inc,Abitibi Royalties Inc,CAD,RZZ,equity,ABITIBI ROYALTIES INC,Basic Materials,ABITIBI ROYALTIES INC,RZZ,RZZ,Canada,VENTURE,CAD
,,,,AU000000AJC0,,,,,australia,Acacia Coal Ltd,Acacia Coal Ltd,AUD,AJC,equity,ACACIA COAL LTD,,ACACIA COAL LTD,,AJC,Australia,ASX,AUD
,,,,US00401C1080,,,,,united states,Acacia Com,Acacia Communications Inc,USD,ACIA,equity,ACACIA COMMUNICATIONS INC,Communications,ACACIA COMMUNICATIONS INC,ACIA,ACIA,,,
,,,,GB00BYWF9Y76,,,,,belgium,Acacia Pharma,Acacia Pharma Group PLC,EUR,ACPH,equity,ACACIA PHARMA GROUP PLC,"Consumer, Non-cyclical",ACACIA PHARMA GROUP PLC,ACPH,ACPH,Belgium,ENEXT.BE,EUR
,,,,CA00430K4028,,,,,canada,Acasti Pharma,Acasti Pharma Inc,CAD,ACST,equity,ACASTI PHARMA INC,"Consumer, Non-cyclical",ACASTI PHARMA INC,SCM,ACST,,,
,,,,US00484M1062,,,,,united states,Acorda,Acorda Therapeutics Inc,USD,ACOR,equity,ACORDA THERAPEUTICS INC,"Consumer, Non-cyclical",ACORDA THERAPEUTICS INC,NMS,ACOR,,,
,,,,US0048542049,,,,,united states,Acorn,Acorn International Inc,USD,ATV,equity,ACORN INTERNATIONAL INC-ADR,Communications,ACORN INTERNATIONAL INC-ADR,ATV,ATV,,,
,,,,US00507W1071,,,,,united states,Actinium Pharmaceuticals,Actinium Pharmaceuticals Inc,USD,ATNM,equity,ACTINIUM PHARMACEUTICALS INC,"Consumer, Non-cyclical",ACTINIUM PHARMACEUTICALS INC,ATNM,ATNM,,,
,,,,US00548A1060,,,,,united states,Adamas Pharmaceuticals Inc,Adamas Pharma,USD,ADMS,equity,ADAMAS PHARMACEUTICALS INC,"Consumer, Non-cyclical",ADAMAS PHARMACEUTICALS INC,ADMS,ADMS,,,
,,,,US00687D1019,,,,,united states,Adesto Technologies Corp,Adesto Technologies Corp,USD,IOTS,equity,ADESTO TECHNOLOGIES CORP,Technology,ADESTO TECHNOLOGIES CORP,IOTS,IOTS,,,
,,,,US00739L1017,,,,,united states,Aduro Biotech Inc,Aduro Biotech Inc,USD,ADRO,equity,ADURO BIOTECH INC,,,,,,,
,,,,US00768Y5520,,,,,united states,AdvisorShares New Tech and Media,AdvisorShares New Tech and Media,USD,FNG,equity,ADVSRSHRS NEW TECH AND MEDIA,,ADVSRSHRS NEW TECH AND MEDIA,FNG,FNG,,,
,,,,US00770F1049,,,,,united states,Aegion,Aegion Corp,USD,AEGN,equity,AEGION CORP,Industrial,AEGION CORP,AEGN,AEGN,,,
,,,,CNE000000BS6,,,,,china,Aerospace Communications,Aerospace Communications Holdings Co Ltd,CNY,600677,equity,AEROSPACE COMMUNICATIONS -A,Technology,AEROSPACE COMMUNICATIONS -A,600677,600677,,,
,,,,AU000000AFR6,,,,,australia,African Energy Resources,African Energy Resources Ltd,AUD,AFR,equity,AFRICAN ENERGY RESOURCES-CDI,,,,,,,
,,,,US0012281053,,,,,united states,AG Mortgage Investment,AG Mortgage Investment Trust Inc,USD,MITT,equity,AG MORTGAGE INVESTMENT TRUST,Financial,AG MORTGAGE INVESTMENT TRUST,MITT,MITT,,,
,,,,CA00847V1085,,,,,canada,AgJunction Inc.,AgJunction Inc.,CAD,AJX,equity,AGJUNCTION INC,Communications,AGJUNCTION INC,AJX,AJX,,,
,,,,BMG0130N1130,,,,,hong kong,Agritrade,Agritrade Resources Ltd,HKD,1131,equity,AGRITRADE RESOURCES LTD,,AGRITRADE RESOURCES LTD,,1131,Hong Kong,SEHK,HKD
,,,,AU000000AHL5,,,,,australia,Ahalife Holdings,Ahalife Holdings Ltd,AUD,AHL,equity,AHALIFE HOLDINGS LTD,,AHALIFE HOLDINGS LTD,,AHL,Australia,ASX,AUD
,,,,US00900T1079,,,,,united states,Aimmune Therapeutics Inc,Aimmune Therapeutics Inc,USD,AIMT,equity,AIMMUNE THERAPEUTICS INC,"Consumer, Non-cyclical",AIMMUNE THERAPEUTICS INC,AIMT,AIMT,,,
,,,,JP3105150001,,,,,japan,Airex,Airex Inc,JPY,6944,equity,AIREX INC,,AIREX INC,,6944,Japan,TSEJ,JPY
,,,,US0015471081,,,,,mexico,AK Steel,AK Steel Holding Corp,MXN,AKS,equity,AK STEEL HOLDING CORP,Basic Materials,AK STEEL HOLDING CORP,AKS,AKS,Mexico,US Exchange,
,,,,US00972L1070,,,,,united states,Akcea Therapeutics,Akcea Therapeutics Inc,USD,AKCA,equity,AKCEA THERAPEUTICS INC,"Consumer, Non-cyclical",AKCEA THERAPEUTICS INC,AKCA,AKCA,,,
,,,,CA0106791084,,,,,canada,Alacer Gold,Alacer Gold Corp,CAD,ASR,equity,ALACER GOLD CORP,Basic Materials,ALACER GOLD CORP,ASR,ASR,Canada,TSE,CAD
,,,,CA01163Q4007,,,,,canada,Alaris Royalty,Alaris Royalty Corp.,CAD,AD,equity,ALARIS ROYALTY CORP,,,,,,,
,,,,CA01434T1003,,,,,canada,Alderon Iron Ore,Alderon Iron Ore Corp,CAD,IRON,equity,ALDERON IRON ORE CORP,Basic Materials,ALDERON IRON ORE CORP,IRON,IRON,,,
,,,,AU000000LEP0,,,,,australia,ALE Property Group,ALE Property Group,AUD,LEP,equity,ALE PROPERTY GROUP,Financial,ALE PROPERTY GROUP,LEP,LEP,Australia,ASX,AUD
,,,,US0153511094,,,,,united states,Alexion,Alexion Pharmaceuticals Inc,USD,ALXN,equity,ALEXION PHARMACEUTICALS INC,"Consumer, Non-cyclical",ALEXION PHARMACEUTICALS INC,ALXN,ALXN,,,
,,,,CA01627X1087,,,,,canada,Alio Gold,Alio Gold Inc,CAD,ALO,equity,ALIO GOLD INC,,ALIO GOLD INC,,ALO,Canada,TSE,CAD
,,,,INE428A01015,,,,,india,Allahabad Bank,Allahabad Bank,INR,ALBK,equity,ALLAHABAD BANK,Financial,ALLAHABAD BANK,ALBK,ALBK,,,
,,,,IE00BY9D5467,,,,,mexico,Allergan,Allergan PLC,MXN,AGNN,equity,ALLERGAN PLC,"Consumer, Non-cyclical",ALLERGAN PLC,AGN,AGN,Mexico,MEXI,MXN
,,,,GB0003390720,,,,,united kingdom,Allianz Tech,Allianz Technology Trust PLC,GBP,ATT,equity,ALLIANZ TECHNOLOGY TRUST PLC,,ALLIANZ TECHNOLOGY TRUST PLC,STMM,ATT,United Kingdom,LSE,GBP
,,,,HK0056039545,,,,,hong kong,Allied Properties HK,Allied Properties HK Ltd,HKD,0056,equity,ALLIED PROPERTIES HK LTD,,ALLIED PROPERTIES HK LTD,,0056,Hong Kong,SEHK,HKD
,,,,CA02137A1093,,,,,canada,AltaGas Canada,AltaGas Canada Inc,CAD,ACI,equity,ALTAGAS CANADA INC,Utilities,ALTAGAS CANADA INC,ACI,ACI,,,
,,,,CA0215502075,,,,,canada,Alto Ventures,Alto Ventures Ltd.,CAD,ATV,equity,ALTO VENTURES LTD.,,ALTO VENTURES LTD.,,ATV,Canada,VENTURE,CAD
,,,,AU000000AJM9,,,,,australia,Altura Mining Ltd,Altura Mining Ltd,AUD,AJM,equity,ALTURA MINING LTD,,ALTURA MINING LTD,,AJM,Australia,ASX,AUD
,,,,US00163U1060,,,,,united states,AMAG,AMAG Pharmaceuticals Inc,USD,AMAG,equity,AMAG PHARMACEUTICALS INC,"Consumer, Non-cyclical",AMAG PHARMACEUTICALS INC,AMAG,AMAG,,,
,,,,AU000000AYS5,,,,,australia,Amaysim Australia Ltd,Amaysim Australia Ltd,AUD,AYS,equity,AMAYSIM AUSTRALIA LTD,Communications,AMAYSIM AUSTRALIA LTD,AYS,AYS,Australia,ASX,AUD
,,,,ARBCOM460176,,,,,argentina,Amazon.com,Amazon.com Inc,ARS,AMZN,equity,AMAZON.COM INC,Communications,AMAZON.COM INC,NMS,AMZN,,,
,,,,CA0252881010,,,,,canada,American Creek Resources,American Creek Resources Ltd,CAD,AMK,equity,AMERICAN CREEK RESOURCES LTD,,AMERICAN CREEK RESOURCES LTD,,AMK,Canada,VENTURE,CAD
,,,,ARDEUT110640,,,,,argentina,AIG,American International Group Inc,ARS,AIG,equity,AMERICAN INTERNATIONAL GROUP,Financial,AMERICAN INTERNATIONAL GROUP,AIG,AIG,,,
,,,,US0285911055,,,,,united states,American National Insurance,American National Insurance Company,USD,ANAT,equity,AMERICAN NATIONAL INSURANCE,,,,,,,
,,,,AU000000AOW8,,,,,australia,American Patriot Oil Gas,American Patriot Oil Gas,AUD,AOW,equity,AMERICAN PATRIOT OIL & GAS L,Energy,AMERICAN PATRIOT OIL & GAS L,AOW,AOW,,,
,,,,AU000000ANQ2,,,,,australia,AnaeCo Ltd,AnaeCo Ltd,AUD,ANQ,equity,ANAECO LTD,Industrial,ANAECO LTD,ANQ,ANQ,,,
,,,,IL0011267882,,,,,israel,Anchiano Therapeutics,Anchiano Therapeutics Ltd,ILS,ANCN,equity,ANCHIANO THERAPEUTICS - ADR,,,,,,,
,,,,KYG044151085,,,,,united states,Andina Acquisition III,Andina Acquisition Corp III,USD,ANDA,equity,ANDINA ACQUISITION CORP III,,,,,,,
,,,,JP3127800005,,,,,japan,Andor,Andor Co Ltd,JPY,4640,equity,ANDOR CO LTD,,ANDOR CO LTD,,4640,Japan,TSEJ,JPY
,,,,AU000000AB15,,,,,australia,Animoca Brands Corporation Ltd,Animoca Brands Corporation Ltd,AUD,AB1,equity,ANIMOCA BRANDS CORPORATION LTD,Technology,ANIMOCA BRANDS CORPORATION LTD,AB1,AB1,,,
,,,,CA0370251039,,,,,canada,Antibe Therapeutics Inc.,Antibe Therapeutics Inc.,CAD,ATE,equity,ANTIBE THERAPEUTICS INC,"Consumer, Non-cyclical",ANTIBE THERAPEUTICS INC,ATE,ATE,,,
,,,,JP3105330009,,,,,japan,AOI TYO,AOI TYO Holdings Inc,JPY,3975,equity,AOI TYO HOLDINGS INC,Communications,AOI TYO HOLDINGS INC,3975,3975,Japan,TSEJ,JPY
